"content","Layanan","Transaksi","Performa Aplikasi","Keamanan"
"Aktivasi mobile bankingnya rada susah meskipun sudah masukin nomer pin, verifikasi foto wajah juga tetep harus pake aktivasi mode lainnya, intinya ribet banget kga seperti penginstalan aplikasi mobile banking yg lainnya. Masih mending versi yg dulu cara aktivasi mobil banking mudah cuma cukup pake kode verifikasi terus masukin nomer pin sama kata sandi sudah aktif klo sekarang aktifinnya susah banget...! Banyak perintahnya meskipun sudah masukin nomer pin juga harus vace wajah juga tetep susah.","0","0","0","-1"
"Setelah di update semua transaksi jadi kacau... Gilaaa.... Scan wajah gak bisa hapus aja aplikasi ini bikin masalah aja.... Mau transfer aja sulit... Gak berguna sama sekali bikin aplikasi... Log in gak bisa"" ... Sampai 2 minggu gak bisa transaksi sama aplikasi ini","0","-1","0","-1"
"Min, kenapa di apk saya fitur kode qr untik melihat nomor rekening tidak muncul setelah update? Mohon bantuannya admin!","0","0","-1","0"
"Kenapa setiap pukul 12 malam keatas transaksi di banking sering mengalami gagal dan saldo terus terpotong... Kita laporkan pun lama proses selesai nya...","0","-1","0","0"
"Aplikasi sudah bagus, tapi: 1. Nomor rekening tujuan belum bisa disimpan, cape juga tiap transfer harus nulis lagi no rekeningnya. 2. Fitur Listrik, Internet dll, tidak bisa copy paste, wah REPOT juga harus nulis satu satu. 3. Kadang suka nge-blank (tapi Alhamdulillah jarang banget) Mohon dikembangkan lagi Terimakasih","0","0","-1","0"
"aplikasi terkena virus,tidak bisa dibuka atau pemberitahuan memuat ulang dan aplikasi berhenti.tolong diperbaiki,trims. tanggal 13 april/hari ini mendapat email.lalu saya download lgi versi 6.22.1 ternyata aplikasi masih bermasalah yg membuat aplikasi yg lain terkena virus malware dari aplikasi ini.","0","0","-1","-1"
"aplikasi nya bermasalah di saat libur panjang mudik tiba tiba gk bisa akses, dan sudah pengaduan gk ada solusi sama sekali. tolong kalo maintenance atau upgrade jangan di saat bank tutup kan repot nasabah nya. udh berhari hari gini terus. mempersulit jadinya","-1","0","-1","0"
"Sudah hampir satu minggu bsi mobile tidak bisa digunakan. Terlalu sering gangguan pada saat urgent. Tolong diperhatikan lagi ini sangat mengecewakan.","-1","0","-1","0"
"setiap mau masuk ke apk ini, masukin data saya suka ada pemberitahuan data anda salah, padahal saya cek ulang bener ga ada yg salah, tolong di perbaiki supaya lebih mudah di GUNAKAN. terimakasih","0","0","0","-1"
"Setelah di update, kenapa kok icon icon yg saya baca dengan menggunakan screen reader talk back tidak terbaca lagi. Mohon perbaikannya agar saya sebagai pengguna tunanetra bisa menggunakannya kembali untuk melakukan transaksi","0","0","-1","0"
"Bagus sich sudah membantu gausah ke gerai atmnya tapi kenapa suka tiba2 gak bisa transfer ??? Padahal sudah di update","0","-1","-1","0"
"Versi saat ini tidak bisa berjalan. Appnya jadi sangat berat. Bahkan lebih berat dari game mobile legend. Tiap bula pasti berhenti berjalan, force close, lelet. Bahkan mau masukkan pin buat cek saldo aja gak bisa.. algoritma apa yg di gunakan sehingga appnya berjalan sangat lelet dan berat. Mohon di perbaiki..a","0","0","-1","0"
"Fitur notifikasi waktu sholat masih mengalami bug, ketika diaktifkan aplikasi menjadi berhenti bekerja. Dan harus diinstall ulang kalau mau aplikasinya kembali bekerja.","0","0","-1","0"
"Kemaren ga bisa kebuka, skrg udh instal ulang malah ga bisa aktivasi, sehabis tekan utk ngisi nomer telephone langsung keluar kembali ke halaman utama😢","0","0","-1","-1"
"Aplikasi sangat mengecewakan. Selalu gagal verifikasi wajah. Kenapa nasabah sangat dipersulit. Sangat menyesal sudah mendaftar menjadi nasabah","0","0","0","-1"
"Klu bisa enggak aku kasih bintang. Enggak akan aku kasih. Ini bgmn yaa. Aplikasinya buka aplikasi hnya screen putih yang nampak.. Sdh hampir seminggu begini. Udh restart HPberulang kali instal uninstall app berulang. Hapus data di handphone yang sekiranya menghambat. Ternyata NOLLL BESAR. TOLONG DONG BGMN INI. APA PERLU PINDAH BANK AJA. BNYK YANG LEBIH BAGUS DAN MEMAINTENANCE APPNYA DENGAN BENAR. . .","0","0","-1","0"
"Alhamdulillah udah bisa digunakan lagi BSI Banking Mobile nya. Di Hp Samsung A13,.cm pas aktivasi susah bgt yaa?? 5x nyoba lbh kurang.. baru bethasil..cz time out mulu.. ditingkatkan lagi kinerja aplikasinya yaa....Btw Mohon Maaf Lahir dan Bathin.....😁","0","0","-1","-1"
"Tidak bisa masuk karena lupa kata sandi, biasanya pakai sidik jari sekarang sudah tidak ada, sudah coba instal ulang, tapi tetap tidak mau, tolong dong diperbaiki segera, jadi susah ni melakukan transaksi","0","0","0","-1"
"Tolong dong bsi, apk nya diupdate lagi aktivasi pake cara lain selain scan wajah, karena bagaimana agak sulit utk memenuhi syaray jika kamera dpn pada hp pecah","0","0","0","-1"
"Ayo dong di perbaiki apk nya masih banyak bug nya padahal udh di update mangkin parah apk m bengking nya jadi terganggu","0","0","-1","0"
"09/04/2024 Problem Solved 05/04/2024 Setelah update otomatis, aplikasi tidak dapat digunakan lagi, close otomatis. Bagaimana ini BSI ?. Katanya mau jadi YANG TERBAIK ‐--------------- 09/04/2024 Aplikasi sudah bisa di buka, tapi aktivasi ulang dengan face recognition selalu gagal. Gimana ini BSI aplikasinya apakah tidak pernah dilakukan percobaan dahulu sebelum implementasinya ?","0","0","-1","-1"
"Selalu error ulang verifikasi wajah ..apa tidak ada sistem yang lebih mudah ketika sudah pernah verifikasi seperti bank lainnya","0","0","0","-1"
"Sekarang setelah aplikasi update versi terbaru, baru bisa dibuka, tapi yang jadi masalah adalah verifikasi wajah yang agak rumit, tolong untuk verifikasi wajah supaya dipermudah, trims 🙏🙏🙏","0","0","-1","-1"
"Mohon aflikasi di tingkatkan karna Deteksi wajah sangat susah berulang ulang gagal trs sudah ngikuntin petunjuk kunci juga pas yg kunci ke dua atau ke tiga waktu habis","0","0","0","-1"
"alhamdulilah setelah update aplikasi bsi mobile jadi lancar lagi, masuk ke menu cepat dan tidak ada kendala. Semoga selalu berbenah ke yg lebih baik lagi BSI Mobile","0","0","1","0"
"aplikasi nya kenapa berenti di perangkat saya? padahal hp saya uda di update kok? ayolah bsi apk kamu ni knpa? mohon di perbaiki ya!","0","0","-1","0"
"Maaf sblum, knpa BSI mobile banking saya ga bisa d buka stelah d update?? Ga bisa d pke sama sekali, masuk dan lngsung kluar LG,, masuk lngsung ngblang warna putih ga ada gambar / viturnya","0","0","-1","0"
"Ni gimana aplikasi tiba² force close. Developer kurang kompeten, masa verifikasi wajah aja gk berhasil-hasil, buat rumit orang","0","0","-1","-1"
"Baru kali ini ada m banking yang gak bisa di semua tipe hp, udh 3 hari aplikasi gak bisa di gunakan, setiap di klik ikonnya loading terus keluar langsung. Padahal sebelum update masih aman aman aja. Bsi tolong di perbaiki sistem nya sebelum nasabah pindah ke bank lain !","0","0","-1","0"
"Setelah update Aplikasi tidak bisa digunakan sudah install beberapa kali tetap tidak bisa dipergunakan... tolong pihak IT BSI untuk memperbaiki BUG nya mengganggu aktivitas perbankan saya terima kasih","0","0","-1","0"
"Knpa apk tiba² gak bisa kebuka woyy.. cuma muncul logo langsung kluar sndiri trus ada pringatan apk ini trdapat bug , silahkan update k versi terbaru . Tapi buka playstore gak ada upgrade.an nya . Huaaahhkk ribet bgt mana atm jauh , mau nnya k bank lg libur lebaran . Tolong donk bnerin apk.a udh bnyak yg ngeluh nih","0","0","-1","0"
"Sejak up date aplikasi ngak bisa di buka mentok kelogo, udah pergi ke Cs kata dalam perbaikan, tapi sampai hari ini tidak bisa dibuka, tolong di berikan solusi ....","-1","0","-1","0"
"aplikasi tiba tiba tidak bisa dibuka dari 3 hari ke belakang, padahal temen temen yang lain bisa. mentok di gambar putih saja tidak ada logo apapun ketika dibuka. sudah di hapus data, uninstall terus terusan masih tidak ada perubahan apapun","0","0","-1","0"
"Tolong dong diperbaiki aplikasi sama pelayanan nya, ini aplikasi saya cuma mentok di logo aja , giliran tanya ke cs yg bersangkutan tetap gak ada solusi dan saya mendapatkan pelayanan yg buruk, udh lama pake syariah, tpi pas di bsi yg banyak kendala, dan tidak punya solusi","-1","0","-1","0"
"Saya kira cuma punya saya aja yang ga bisa dibuka aplikasinya. Nyatanya banyak yg kasus sama. Ketika aplikasi dibuka hanya muncul logo bsi sebentar trus langsung langsung ketutup lg. Sangat2 menghambat dan merepotkan.","0","0","-1","0"
"saya gabisa pake sama sekali ni aplikasi, selalu nge stuck di logo ga lama dari itu keluar tiba tiba, ayo laaa mana ni bsi bangking kok selalu eror haa mohon di oerbaiki secepatnya","0","0","-1","0"
"setelah update BSI mobile yg trbaru malah makin parah layar putih blank ngga bs dibuka sangat menghambat sekali pdhl sebelumya sangat trbantu dgn aplikasi BSI mobile untuk bnyak transaksi tapi skr sangat merepotkan hrs bolak balik atm yg kdang suka error jg sy Hp pake Redmi 9C liat bnyak ulasan dsini trnyata kasusnya sama hrsnya stiap aplikasi Bank hrs bs untuk berbagai tipe HP khan nasabah berbeda2.. gmn ini solusinya bank BSI mau smp kapan ini.. dr tgl 3 april masa iya nasabah hrs ganti HP.","0","0","-1","0"
"Mohon segera diperbaiki untuk samsung A13 4G selalu force close, jika membuka aplikasi nya, sejak kemarin seperti ini terus. Mohon segera diperbaiki","0","0","-1","0"
"Aplikasinya sangat bagus saya sangat mudah bertransaksi untuk saya dan orang lain. Namun saat saya ganti hp knpa aplikasinya tidak mau terbuka yaaa???!!","0","0","-1","0"
"Sudah beberapa hari BSI mobile saya tiba2 tidak bisa berfungsi sama sekali, entah dimana letak kesalahan saya. Tiba tiba saja kaya nghank, sehingga saya sangat kesulitan sekali dalam transaksi. Tolong segera di tindak lanjuti. Sudah coba di instal ulang tetap sama aja, tidak ada perbaikan sama sekali","0","0","-1","0"
"Ini kenapa ya bsi mobileku selalu loading trus keluar aplikasi lagi. Dicoba tetep nggak respon padahal jaringannya bagus loh. Plis deh bsi, udah di uninstall udah di bersihin chace dll tetep gak bisa. Gimana ya?","0","0","-1","0"
"Tolong dong dibenahi lagi yg jelas, aplikasi M bangkingnya, malah BSI M bangking saya gbisa kebuka udh bbrpa kali unistal tetep aja mentok dilogo, udh gitu ilang aja ,hah jd kesel .cek berkala terus","0","0","-1","0"
"Aplikasi malah semakin buruk, mau aktivasi malah selalu gagal pas verifikasi wajah, kapan benernya?","0","0","0","-1"
"Mau sampai kpn ini min mbanking bsi error...?? Bolak balik di cek di instal ulang masih aja bgtu... gak bisa masuk ke mbanking nya.... trus ini mau transaksi gmn...??? Ampun dah ahhh.... bisa2 bnyk yg pindah ke bank lain kalo bgni terus mah min.... udah kena hack,, sering error,, bisa hilang kepercayaan pelanggan...","-1","0","-1","0"
"Sudah 5 hari saat buka aplikasi hanya di tampilan kalimat salam saja kemudian tertutup sendiri. Sudah coba di uninstal dan di instal ulang ternyata masih sama tidak berfungsi dengan baik","0","0","-1","0"
"Setelah di update,Aplikasinya ga bisa di buka di hp redmi 9c,ngebleng putih terus,padhl udah di reset segala macam","0","0","-1","0"
"Di Hp saya BSI tidak bisa keluar atau digunakan pada saat digunakan langsung keluar lagi sudah 2 hari jadi saya tak bisa menggunakan aplikasi untuk kegiatan saya apa masalah nya saya sdh coba update tapi tak bisa apa penyebabnya ya","0","0","-1","0"
"Aplikasi blank ga bisa dibuka sama sekali tanpa info yg jelas sebelumnya ga ada masalah tiba2 ga bisa dibuka SD sekarang tolong diperhatikan bsi","0","0","-1","0"
"Apk saya tidak bisa buka dan Saya uninstall kembali dan saya mendownload kembali Tapi kenapa masih gak bisa buka aduuuhhh bsi kenapa dengan perangkat anda😤","0","0","-1","0"
"bener² gabisa dipake, padahal lagi hari² sibuk buat ngebayar² lewat mbanking. ayo dong ini diselesaikan masalah aplikasi nya, ngerepotin orang kalo gangguan trs.","0","-1","-1","0"
"Notif bsi ketika mau instal baru,, ""Data terbaru dari perangkat serupa menunjukkan bahwa aplikasi ini mungkin berhenti berfungsi diperangkat Anda"" Dan benar setelah instal dibuka cuma layar putih saja,, Ponselku Android 10, app bank work, cuma bsi aja yang dak support,, Tolong managemen bsi app bsi mobile nya di perbaiki lagi,","0","0","-1","0"
"BSI mobile nya kenapa ga bisa di buka padahal udah di update...tolong donk masa2 lagi perlu buat transfer jadi terganggu...mohon perbaikan nya","0","-1","-1","0"
"Kenapa aplikasinya tidak.bisa di buka?? Padahal sebelum2nya lancar aja buat transaksi. Sudah dicoba restars. Hapus n download ulang. Aplikasi tetap tidak bisa dibuka. Setelah baca2 rating, ternyata banyak juga yang mengalami hal yang sama.","0","0","-1","0"
"Knpa abis di update mlh ngk bisa di buka. HP udh aku restart berulang² dan aplikasinya udh aku uninstal berulang2 jga ttp ngk bisa. Tlng jika bug yg ada pd aplikasi BSI bermasalah tlng segera cari maslahNya& segera di perbaiki..","0","0","-1","0"
"Aplikasinya ga bisa kebuka2, sudah 3 hari aplikasix error, padahal sudah di restart smpai di uninstall tapi belum bisa2, m banking yg lain bisa kebuka cuma apliksi bsi in yg ga bisa kebuka. Otw tutup rekening kalo bgini","0","0","-1","0"
"Tidak bisa dibuka sama sekali. Blank hitam. Sudah update dan di uninnstall beberapa kali tetap tdk bisa dibuka. Gimanamin","0","0","-1","0"
"giliran di android versi rendah bisa login tp terkendala face detection yg jlemet, di android tipe tinggi malah langsung keluar pas klik apk ada apa ini bsi?sehat?","0","0","-1","-1"
"Sudah 5 hari tidak bisa dibuka aplikasinya, menjelang hari raya banyak keperluan jadi tidak bisa transaksi, segitu banyak review buruk dan komplain di media sosial kenapa tidak segera evaluasi dan lakukan perbaikan. Sudah mendatangi cs ke cabang pun tidak ada solusi. Mencoba uninstall, restart, hapus cache tidak membantu sama sekali. Benar2 menyusahkan. Gimana gak ditinggalkan nasabah klo begini caranya.","-1","0","-1","0"
"Aplikasi babarblas gak bisa dibuka, Ntah gimana IT BSI ini. Diupdate malah gak bisa dipake. Masa setiap ada keperluan mesti ke ATM. Tolong lah, katanya perusahaan BUMN. Tp kok begini terhadap nasabahnya. Jangan terlalu banyak di utak atik. Susah nasabah","0","0","-1","0"
"Ini dr kemarin mobile BSI tidak bisa di buka, sudah hapus data sudah uninstal, download lg masih gk bisa ke buka, payah","0","0","-1","0"
"Aplikasi secara tiba tidak bisa di Buka (blank) bagaimana ini?? BSI tolong tingkat kan lagi App BSI Mobile nya.","0","0","-1","0"
"Dua hari lalu aplikasi masih bisa dibuka, transaksi transfer lancar jaya. Hari ini dibuka tiba2 cuma nongol tampilan layar putih-blank ga muncul apa2. Udah coba restart hp, mati-idupin data sampe uninstal aplikasi tetep sama, ora berubah. Ada apa sama aplikasinya?! Mohon developernya diperbaiki aplikasinya.","0","-1","-1","0"
"dr kemarin smpe sekarang gak bs di buka aplikasi nya.. bagaimana iniii.. susaahhh klo mau transfer jd nya apalagi mau ngecek² mutasi","0","-1","-1","0"
"Aplikasi tidak dapat di buka di hp redmi 9c.hp sudah di flash versi android terakhir sama saja tidak bisa dibuka tolong di perbaiki devlloper","0","0","-1","0"
"Saya kasi bintang satu, soalnya apk nya sangat menghambat saya dalam transaksi, biasanya sangat membantu, ini saya update apk nya, malah tidak bisa dibuka. Sampai saya uninstall terus saya install lagi, tapi tetap sama aja. Mohon segera dibenahi demi kenyamanan bersama 🙏","0","-1","-1","0"
"Kenapa sdh 3 hari ini aplikasi di HP saya tdk bisa dibuka? Padahal di HP suami dan sebagian orang bsi normal/tdk ada gangguan, saya sdh coba untk di uninstall dulu kemudian saya instal lagi tp tetep aplikasi tdk bisa di buka dan hal ini pun terjadi pd teman saya juga tp yg lainnya bsi tetap normal.....","0","0","-1","0"
"Aplikasinya tidak bisa terbuka walaupun suda instal versi baru. Mohon bantuannya soalnya aplikasinya sangat membantu transaksi","0","-1","-1","0"
"Ini gimana ya? Minta update aplikasi. Sudah di update malah gak bisa di bukaa di Samsung A13. Mohon solusi dong, kalau seperti ini memperhambat kepentingan orang","0","0","-1","0"
"Blank screen sudah beberapa hari, layar putih doang, tidak bisa transaksi maupun ngecek saldo. Sudah uninstall, clear cache, install lagi, tetap sama saja, blank screen. Mobile banking bank lain tidak bermasalah di HP saya. Wifi lancar, kuota ada. Mohon perbaikan segera!","0","-1","-1","0"
"tidak ada menu aduan terkait setor tunai via atm yang gagal dan sangat susah verifikasi muka nya pada saat aktivasi BSI Mobile,, krn terlalu cepat,, cuma hitungan detik.. sangat kecewa krn tidak bisa aktivasi","-1","0","0","-1"
"Aplikasinya kenapa ya Pak/Bu? Saya buka kok layarnya putih saja. Sudah lebih dari 24 jam masih seperti itu. Mohon segera diperbaiki, karena saya butuh untuk transaksi. Terima kasih Pak/Bu","0","-1","-1","0"
"Setelah update BSI tidak bisa di gunakan lagi tolong di perbaiki secepatnnya. Saya perlu uang ini jgn kalian bikin seenaknya.","0","0","-1","0"
"Kok udah pembaruan malah jadi gk bisa di buka aplikasi M-banking nya,udah uninstall tetap saja gk bisa bisa jg. Gmn nh. Tolong dong BSI nh lbh di tingkatin lg,update ke yang baru itu memudahkan orang,bukan untuk bikin orang bingung..","0","0","-1","0"
"Ini sekarang aplikasi BSI mobile saya gabisa kebuka, cuma muncul layar warna putih..udah di clear cache, udah bolak balik pake data-wifi yg jaringannya udah bagus..udah berapa kali restart hp..bahkan bbrp kali uninstall-install ulang masih aja begitu.. Udah 2 hari begini, telpon ke call center cuma ditanya spesifikasi hp sama katanya dicek sama tim IT nya dulu..tp belom ada progress sampe sekarang.. Pas cek komen di playstore ternyata ga sedikit orang yg mengalami hal serupa saat ini..","-1","0","-1","0"
"Aplikasinya ga berfungsi dengan baik mentok layar putih terus udah 2 hari saya install ulang, saya pikir handphone saya yang bermasalah lalu saya mencoba menginstal di hp lain namun sama saja layar putih terus. Niat ngehindarin ke cabang karena jauh ujung ujungnya harus ke cabang jg","-1","0","-1","0"
"Tolong dibantu, setelah update ke versi 6.22.0 terbaru ini malah tidak bisa di buka bsi mobile nya.. Bagaimana cara untuk kembali ke versi 6.20.1 nya?","0","0","-1","0"
"Aplikasi blank saat dibuka padahal udah di versi terbaru, reinstall tetap gabisa, kontak ke email resmi gakada respon, WA balasan template gak menyelesaikan masalah, 14040 dan CS gabisa dihubungi, udah pakai data pakai wifi tetep gabisa dibuka, aplikasi perbankan lain ga gini amat, lihat di ulasan disini ternyata banyak yg mengalami kendala yg sama, so bad experience 😌","-1","0","-1","0"
"Aplikasi tidak bisa dibuka sejak update versi per 30 Maret 2024. Sudah banyak yang mengajukan keluhan, sampai sekarang tidak ada progres perbaikan.","-1","0","-1","0"
"Amplikasi yg baru tidak bisa di gunakan sama sekali Stat di logo ,sudah coba tanya ke cabang terdekat ( di jawap belum ada solusi ) hadah parah banget","-1","0","-1","0"
"setelah di update malah tidak bisa di buka, hanya muncul logo BSI mobile, kemudian tertutup sendiri. sudah berulang kali di instal ulang hasilnya tetap sama, mohon segera di perbaiki, sangat menyulitkan untuk melakukan transaksi Banyak keluhan yang sama di 6 hari ini tapi masih belum bener juga, cuma di suruh telepon Call center, atau hubungi via Email, ngirim keluhan via email malah pesan di blokir, kerja cepat lah, kalau gak mau customer hilang kepercayaan, hal ini udah sering terjadi soalnya","-1","0","-1","0"
"Sebelumnya aplikasiny normal2 saja...setelah bbrpa x transaksi udah gk fungsi lagi...pas buka aplikasi cuma keluar layar putih gk muncul.lambang bs n tampilan menu kayak biasa!.kira2 knpa ya..pdahal.udah bolak balik instal ulang....tolong konfirmasinya ya admin....knpa bsi mobile saya bisa seperti ini gtulo..??? Kecewa berat gk bisa tf online","0","-1","-1","0"
"Aplikasi setelah update bukannya makin lancar malah sama sekali gabisa dibuka, keluar terus Tolong diperbaiki secepatnya","0","0","-1","0"
"Hallo BSI Mobile ini kenapa lagi tidak bisa di buka selalu kembali lagi keluar otomatis !!! Saya sudah pastikan jaringan internet stabil apakah penggunaan dengan merek HP tertentu tidak bisa saya menggunakan Samsung Galaxy A13","0","0","-1","0"
"App ini udh d instal uninstal ulang, app ketika d buka terkeluar sendiri, saya ga bs akses. Ktika sy instal d hp anak sy bs, tapi verifikasi wajahnya susah","0","0","-1","-1"
"Aplikasinya kemarin bisa dibuka, sekarang tak bisa, lagi padahal udah update terbaru semua, customer service nya ngasih solusi yang tak berguna, jadi was was pakai aplikasi ini, karna ada yang nasabah didalamnya","-1","0","-1","0"
"Dari kemarin sampai hari ini aplikasi mobile banking bsi tidak bisa diakses, padahal lagi perlu bangett. Adakah ya samaa","0","0","-1","0"
"Aplikasi bsi ni kenapa ya? Setiap klik aplikasi otomatis langsung keluar lagi tanpa mengeluarkan tulisan apa apa. Padahal aplikasi udh ter update. Atau karena hp saya aja yg gabisa di samsung galaxy A13","0","0","-1","0"
"Kenapa apk mobil di hp sangsung A13 tdk bisa buka sama sekali setelah sya update kemaren.. waktu sya buka aplikasi layar putih di kembalikan ulang, bukan terbuka mhon di proses tim bsi apk mobile org susah sekali udah bermacam cara du usaha sampai di reset hp.tpi tetap tdk bisa buka lgi .. dgn lyar putih gk bisa buka😭😭😭😭😭😭😭😭😭😭😭😭😭","0","0","-1","0"
"Udh mau 5hr masih ga bs mbsi nya, parah abis... kga bs transaksi, dibilang lg error smua kga jg, malah adek sy msh bs buka.. sy pas klik cm putih doang, parah abis ini aplikasi. Trjelek deh slama sy pake","0","-1","-1","0"
"Ini kenapaaaa siiih bsi mbanking dr kemarin lusa dibuka layar putih teruusss ga bisa dibuka2!!! Mau transaksi urgent jd ga bs! Mw k kantor cabang jg tutup, dr kmrn smpe ini brsn bolak balik uninstall & install ulang, dibuka ttp layar putih thok!!! Ini gmn trs klo kyk gini??!! Mw ke CS lwt mana terus?? BSI Bener2 payah!!!! Ga cuma sekali masalah kyk gini! Pdhl saya nasabah lama dr 2016!","-1","-1","-1","0"
"Ini gimana ya sejak semalem aplikasinya gak bisa dibuka, mau masuk keluar lagi keluar lagi. Bisa bantu ini gimana solusinya?udh chat CS balesnya sistem, kirim email gk dibls2.","-1","0","-1","0"
"Kenapa aplikasi BSI Mobile ini nggak bisa dibuka di HP android ya, lgsg keluar aplikasi sendiri..Mohon infonya..","0","0","-1","0"
"Sudah 3 harian gabisa masuk aplikasi, hubungi cs malah suruh ke transaksi ke atm, sampe kapan ? terus apa gunanya aplikasi, ya segera dibenerin bug nya","-1","0","-1","0"
"Sama seperti ulasan yg lain. Setelah di Update aplikasi tidak bisa dibuka, hanya layar putih yg muncul. Ditunggu sampai lama tetep seperti itu, bahkan sampai saya uninstal 3x masih tetap tidak bisa dibuka. Adakah solusi utk permasalahan tersebut? Kondisi saat ini sangat butuh utk transaksi lewat mobike Banking.","0","-1","-1","0"
"Setelah diupdate versi baru mala keluar layar putih aj sebelumnya aman dan lancar udah di hapus aplikasinya dan download lg tetap sama mohon perbaikkanny bsi","0","0","-1","0"
"Versi terbaru . Ternyata jelek. Utk pindah hp. Deteksi wajah ny menjemukan. Kayak di suruh senam . Di suruh tengok kanan kiri. Angguk angguk atas bawah. Blink. Mohon solusinya. Jika dak ada solusi. Akan pindah bank lain.","0","0","0","-1"
"BSI lagi kenapa ini ?? Saya ga bisa log in ,selalu log out trs.. tolong segera diperbaiki karena bener2 sedang butuh buat transaksi dan ga bisa ke bank karena sudah libur lebaran..","0","-1","-1","0"
"Mbakingnya ga bisa di akses padahal sblmnya bisa"" aja tolong dong diperbaiki masalah seperti ini, saya lihat ulasan lain seperti saya juga tidak bisa di akses malah hanya gambar BSI segede gaban mana uda nunggu sampai 24jam tapi tetap tidak bisa juga, mohon banget untuk perbaiki masalah seperti ini seharusnya lebih mudah dan cepat malah makin mempersulit🙏","0","0","-1","0"
"Kirain hp ku bermasalah, rupanya aplikasi BSI nya emg error... egk bisa buka setelah update, cuma lyar putih ama logo bsi, trusk aplikasi nya ter close sendiri... egk sempat msuk menu utama.. team develop nya masih tidur, egk lihat yg komplain udh bnyak","0","0","-1","0"
"Kenapa setelah update, aps BSI sama sekali tidak bisa dibuka di samsung a13? Tulisannya ""berhenti diperangkat ini"" sehingga transaksi online sangat terganggu... Kalo bicara sistem operasi sudah diatas Android 6.0 Mohon lah solusinya dari pihak BSI... terimakasih","0","-1","-1","0"
"Dari semenjak di update, BSI mobile sdh tidak bisa diakses, hanya layar putih logo BSI.sdh banyak yg complain tp tdk ada perbaikan sama sekalii..","0","0","-1","0"
"aplikasi gak bisa dibuka setelah update gimana ni, bisa bisanya aplikasi besar blunder gini. mohon di perbaiki saya sudah 2 hari gabisa buka","0","0","-1","0"
"Sial dan parah... padahal mau transaksi tiba tiba aplikasi tidak bisa dibukak...sangat merugikan, sudah diperbarui malah makin parah, saya memakai samsung A13 tidak bisa dibuka selalu mental keluar sendiri...sangat merugikan !! tolong secepat nya ditindak lanjuti biar bisa dibukak dan bisa transaksi 🙏","0","-1","-1","0"
"Aplikasi bapuk masa udah beres update jadi tidak bisa dibuka,ditambah sudah mengajukan pengaduan secara detail tetapi balasan bot terus mohon segera diperbaiki","-1","0","-1","0"
"Saya sudah lama menjadi nasabah BSI, sebagai lulus ekonomi syariah menjadi suatu kebanggan bisa menggunakan aplikasi perbankan syariah, namun sangat disayangkan entah kenapa semenjak kemarin 4 April 2024 saya tidak membuka aplikasi BSI saya di hp saya (Samsung A13), setiap dibuka hanya muncul logo BSI lalu tiba2 langsung keluar dari aplikasi. Jujur saya sangat kecewa, karena saya benar2 sangat membutuhkan BSI untuk bertransaksi dengan cepat, apalagi ini sudah dekat dengan hari lebaran","0","-1","-1","0"
"Setelah update aplikasi akhirnya tidak bisa dibuka di hp samsung A13..dasar aplikasi sampah..buat emosi aja","0","0","-1","0"
"Kenapa BSI akhir2 ini sering nge bug ya ? Pas mau di buka tiba2 keluar atau pas udah kebuka mau transaksi langsung keluar . Coba aktivasi di hp yg lain juga ngak bisa. Jaringan bagus tapi masih nge bug. Tolong di perbaiki lagi ya","0","0","-1","-1"
"aplikasi tidak dapat dibuka di device samsung A13 , tolong perbaiki segera !! sudah di unistall , pake data , di mode pesawatkan tetap gak mau , stuck di logo saja.","0","0","-1","0"
"Di sa'at banyak transaksi, aplikasi bsi mobile malah gabisa dibuka, dikira hp saya eror udah beberapa kali saya riset ternyata ttp gabisa dibuka, kebetulan baca ulasan aplikasi ternyata bukan hanya saya yang seperti ini, saya hub: @bankbsi.co.id disini eror juga, hadeeuuuuh","-1","-1","-1","0"
"Kenapa tidak bisa di buka aplikasi bsi nya..?.biasa sya pakai m banking....tiba2 tidak bisa d buka...padahal jaringan bagus.mao transfer uang tak bisa buka aplikasi..kejadian sudah 2 hari smpai skrng tak bisa d buka..","0","-1","-1","0"
"bsi mobile mbanking tidak bisa dibuka. aplikasi dibuka selalu ngebug. padahal tidak ada permintaan update aplikasi. tolong tindakan nya trims","0","0","-1","0"
"Aplikasi tidak dapat di buka setelah klik buka dia keluar terus, padahal aplikasinya udah paling terbaru di playstore saya gmna dong ini 🙏","0","0","-1","0"
"Sudah 3hari BSI mobile tidak bisa dibuka. Aplikasinya jelek banget menyusahkan untuk transaksi perbankan. Yang seharusnya mempermudah justru kebalikannya.. tolong donk diperbaiki segera pihak BSI. Banyak yang komplain kok ga diperbaiki2😭😭😭😭","-1","-1","-1","0"
"Sdh 3 hari app gak bisa dibuka, cuma white screen doang. Pdahal ATM terdekat jarakx 30km, ambil uang/cek saldo d ATM bank lain kena charge. Kalo gak terpaksa krn diwajibkan Kemenag hrs pk app ini utk pencairan Sertifikasi, mungkin dah lama rek ini aq cabut.","0","-1","-1","0"
"Aplikasi BSI versi 6.22.0 tidak bisa dibuka di handphone Samsung A13 (OS Android 14). Sudah dicoba pakai provider xl, indosat, indihome dan biznet tetap tidak bisa. Dan juga tidak muncul pesan error apapun. Sudah coba cara restart-matiin data-aktifin mode pesawat-bla² tetap tidak bisa dibuka.","0","0","-1","0"
